C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Quartz,C_Tot_K_fs,C_Tot_Plag,C_Tot_Flds,C_Tot_14A,C_Tot_10A,C_Kaolinit,C_Tot_Clay,C_Gibbsite,C_Calcite,C_Dolomite,C_Aragon,C_Tot_Carb,C_Analcime,C_Heuland,C_Tot_Zeol,C_Gypsum,C_Talc,C_Hornbl,C_Serpent,C_Hematite,C_Goethite,C_Pyroxene,C_Pyrite,C_Other,C_Amorph,C_Ag,C_Al,C_As,C_Ba,C_Be,C_Bi,C_C_Tot,C_C_Inorg,C_C_Org,C_Ca,C_Cd,C_Ce,C_Co,C_Cr,C_Cs,C_Cu,C_Fe,C_Ga,C_Hg,C_In,C_K,C_La,C_Li,C_Mg,C_Mn,C_Mo,C_Na,C_Nb,C_Ni,C_P,C_Pb,C_Rb,C_S,C_Sb,C_Sc,C_Se,C_Sn,C_Sr,C_Te,C_Th,C_Ti,C_Tl,C_U,C_V,C_W,C_Y,C_Zn
C-328660,11744,FL,27.137,-81.3277,02/06/09,Shrubland,Shrubland,60-100,96.9,2.3,N.D.,2.3,N.D.,0.7,N.D.,0.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.1,<0.6,10,<0.1,<0.04,0.09,N.D.,0.09,<0.01,<0.1,2.5,<0.1,<1,<5,3,0.08,0.57,<0.01,<0.02,<0.01,1.3,1,<0.01,<5,0.17,<0.01,0.6,<0.5,<50,1.6,0.2,<0.01,<0.05,0.1,<0.2,0.1,2.4,<0.1,0.4,0.02,<0.1,0.2,2,0.1,0.4,<1
C-328653,11936,FL,29.5541,-81.9581,02/12/09,Shrubland,Shrubland,25-100,97.4,0.5,N.D.,0.5,N.D.,2.1,N.D.,2.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.2,<0.6,16,<0.1,0.04,0.15,N.D.,0.15,<0.01,<0.1,6.36,0.2,2,<5,2.2,0.15,1.2,<0.01,<0.02,0.01,3.3,2,0.01,37,0.36,<0.01,1.8,0.8,80,2.1,1,<0.01,0.1,0.5,<0.2,0.6,7.2,<0.1,1,0.28,<0.1,0.3,4,<0.1,0.9,3
C-328521,12000,FL,28.325,-81.2213,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,60-100,96.8,2,N.D.,2,N.D.,1.2,N.D.,1.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.02,<0.6,7,<0.1,<0.04,0.07,N.D.,0.07,<0.01,<0.1,0.8,<0.1,2,<5,1,0.01,0.3,<0.01,<0.02,<0.01,<0.5,<1,<0.01,7,0.47,<0.01,4.7,1.2,<50,0.6,<0.2,<0.01,<0.05,<0.1,<0.2,0.4,<0.5,<0.1,0.2,0.1,<0.1,<0.1,1,0.3,0.3,<1
C-328662,12256,FL,25.9657,-80.1741,02/07/09,Planted/Cultivated,Urban/Recreational Grasses,0-10,82.6,0.4,N.D.,0.4,N.D.,3.2,N.D.,3.2,N.D.,5.1,N.D.,N.D.,5.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,8.6,<1,0.47,3.5,44,<0.1,0.05,8.34,0.6,7.7,4.66,0.3,5.76,0.7,18,<5,14.9,0.22,1.07,0.06,<0.02,0.06,3.1,9,0.06,73,0.38,<0.01,1.1,4,1740,15,2.6,0.1,0.42,0.8,0.3,0.8,242,<0.1,0.9,0.03,<0.1,1.5,4,0.1,3.5,97
C-328529,12320,FL,30.6792,-85.6362,02/16/09,Planted/Cultivated,Row Crops,80-100,88.3,0.4,N.D.,0.4,N.D.,3.4,7.9,11.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,2.64,2.5,30,0.2,0.16,0.03,N.D.,0.03,0.01,<0.1,38.7,1.6,14,<5,4.4,1.02,8.65,0.01,0.03,0.04,19.9,10,0.05,25,1.43,<0.01,8.1,8.9,60,8.4,5.1,0.01,0.43,3.2,<0.2,1.4,8,<0.1,10.4,0.32,<0.1,1.7,35,0.8,7,11
C-328567,12336,FL,25.1918,-80.357,02/05/09,Forested Upland,Mixed Forest,10-20,1.7,N.D.,N.D.,N.D.,N.D.,7.8,N.D.,7.8,N.D.,27.3,N.D.,3.9,31.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,59.3,<1,0.8,1.2,38,0.2,0.06,28.8,3.7,25.1,14.5,0.3,8.2,2.1,20,<5,9.8,0.44,1.53,0.28,<0.02,0.09,4.7,7,0.38,589,0.39,0.04,1.7,9.7,1340,20.2,6.7,0.22,0.2,1.4,1,0.6,574,<0.1,1.1,0.04,<0.1,0.4,8,0.1,6.6,12
C-328522,12704,FL,30.2252,-82.5138,02/13/09,Forested Upland,Evergreen Forest,60-100,96.7,1.2,N.D.,1.2,N.D.,2.2,N.D.,2.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.25,<0.6,13,<0.1,0.05,0.9,N.D.,0.9,<0.01,<0.1,5.31,0.1,3,<5,2.5,0.02,1.63,0.02,<0.02,<0.01,2.9,2,0.01,<5,1.09,<0.01,4.7,2.1,80,8.7,0.5,<0.01,0.12,0.4,<0.2,1,2.4,<0.1,1.1,0.19,<0.1,0.3,5,0.4,1.4,2
C-328575,12768,FL,28.5967,-81.8893,02/11/09,Non-Natural Woody,Orchards/Vineyards/Tree Farm,80-100,97.1,N.D.,N.D.,N.D.,N.D.,2.8,N.D.,2.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.37,<0.6,14,<0.1,<0.04,0.37,N.D.,0.37,<0.01,<0.1,6.52,<0.1,<1,<5,3.2,0.03,1.11,<0.01,<0.02,<0.01,3.3,2,<0.01,5,0.23,<0.01,1.3,1.4,60,2,1,<0.01,<0.05,0.2,<0.2,0.3,7.1,<0.1,1.1,0.06,<0.1,0.2,3,<0.1,0.8,2
C-328566,13024,FL,27.7247,-81.6282,02/10/09,Forested Upland,Evergreen Forest,50-85,98.2,N.D.,N.D.,N.D.,N.D.,1.8,N.D.,1.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.06,<0.6,19,<0.1,<0.04,0.03,N.D.,0.03,0.01,<0.1,1.73,<0.1,<1,<5,0.7,0.01,0.39,<0.01,<0.02,<0.01,0.9,2,<0.01,<5,0.41,<0.01,1,0.6,<50,0.7,0.4,<0.01,<0.05,0.2,<0.2,0.7,2.4,<0.1,0.3,0.08,<0.1,<0.1,3,<0.1,0.5,<1
C-328330,160,GA,32.2704,-81.3716,03/04/09,Developed,Low Intensity Residential,70-100,98.2,N.D.,N.D.,N.D.,N.D.,1.8,N.D.,1.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,0.45,0.7,20,0.1,0.07,0.16,N.D.,0.16,<0.01,<0.1,29.3,0.6,4,<5,1.2,0.21,2.54,<0.01,<0.02,0.02,14.7,4,0.02,43,0.36,<0.01,3.5,1.8,70,5.8,2.8,<0.01,<0.05,0.9,<0.2,0.8,2.6,<0.1,5.8,0.37,<0.1,1,10,<0.1,3.5,4
C-328167,464,GA,33.6933,-84.5927,03/03/09,Developed,Low Intensity Residential,50-100,36.8,N.D.,12.7,12.7,3.5,3.3,35.5,42.3,1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,1.9,N.D.,N.D.,N.D.,N.D.,1.3,4.1,<1,9.96,1.4,190,3.5,0.42,0.34,N.D.,0.34,0.4,<0.1,51.7,24.4,28,10,45.5,7.17,23.8,0.03,0.1,0.59,18.8,44,0.92,796,0.85,0.74,11.5,12.6,400,22.1,59.8,0.02,0.14,35.2,0.5,2.1,23.6,<0.1,8,0.66,0.5,9.3,212,0.3,27.5,129
C-328298,544,GA,31.8844,-84.7292,03/10/09,Planted/Cultivated,Pasture/Hay,20-100,79.3,0.5,N.D.,0.5,N.D.,1.5,6.4,7.9,4.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,7.5,<1,3.6,7.5,63,1.3,0.23,0.11,N.D.,0.11,0.02,<0.1,78.3,3.2,16,<5,14.6,2.36,9.61,0.03,0.05,0.11,35.5,12,0.06,92,1.16,<0.01,10.1,18.2,210,13.5,13.9,0.01,0.94,8.1,0.4,1.4,11.7,<0.1,10.2,0.26,0.2,1.8,60,0.9,9,29
C-328168,672,GA,30.823,-82.8522,03/09/09,Planted/Cultivated,Pasture/Hay,120-140,94.5,0.2,N.D.,0.2,N.D.,5.4,N.D.,5.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,1.28,3.5,19,0.1,0.2,0.19,N.D.,0.19,<0.01,<0.1,11.3,0.8,6,<5,1.3,0.92,4.86,<0.01,<0.02,0.01,6.1,6,0.02,7,0.83,<0.01,5.8,3.7,70,5.1,1.8,<0.01,0.21,1.2,0.5,1.1,4.6,<0.1,3.8,0.23,<0.1,0.8,24,0.4,2.7,2
C-328290,720,GA,33.8041,-84.8897,03/03/09,Forested Upland,Mixed Forest,80-100,48.9,N.D.,1.1,1.1,N.D.,3.8,28.9,32.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,17.2,<1,9.21,2.6,67,1.3,0.11,0.14,N.D.,0.14,0.06,<0.1,16.5,3,4,<5,4,2.01,22.8,0.02,0.09,0.12,7.4,9,0.09,42,0.6,0.2,8.6,5.9,<50,7.1,16.3,0.03,0.29,23.1,0.3,1.3,9.6,<0.1,7.7,0.13,0.2,1.8,25,0.4,7.4,22
C-328326,864,GA,33.3594,-82.8837,03/04/09,Forested Upland,Evergreen Forest,70-100,47.1,12.6,N.D.,12.6,N.D.,5.4,18,23.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,16.9,<1,8.69,3.2,403,2,0.31,0.24,N.D.,0.24,0.03,<0.1,64.8,7.7,14,7,14.5,2.19,22.4,0.02,0.06,2.06,27.5,26,0.11,259,1.74,0.09,22.6,11.5,230,30.7,132,0.02,0.37,7.5,0.4,2.5,46,<0.1,22.6,0.39,1,8.2,53,0.9,12.1,48
C-328257,976,GA,32.7967,-84.2864,03/06/09,Forested Upland,Mixed Forest,70-100,38.2,0.4,N.D.,0.4,N.D.,10.1,41.2,51.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.7,0.4,<1,10.9,1.7,511,2.4,0.28,0.17,N.D.,0.17,0.09,<0.1,41.3,18.5,36,7,41.7,4.83,27.6,0.06,0.08,1.65,11.2,23,0.83,476,0.96,0.05,14.4,25.8,110,26.4,108,0.02,0.29,27,0.4,2.4,25.3,<0.1,14.1,0.46,0.8,2.9,106,1.1,8,79
C-328294,1056,GA,30.8109,-84.8918,03/10/09,Developed,Low Intensity Residential,60-100,47.8,N.D.,N.D.,N.D.,N.D.,6,36.4,42.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.8,<1,9.32,2.6,77,0.6,0.58,0.13,N.D.,0.13,0.03,<0.1,33.9,3.7,25,<5,6.1,1.4,27.4,0.04,0.09,0.11,23.3,13,0.07,48,1.44,<0.01,21.3,16.6,70,17.8,9.2,0.02,0.72,9.9,1.1,2.9,13.2,<0.1,14.2,0.54,0.5,1.8,73,1.6,9.6,70
C-328235,1184,GA,32.2425,-82.0065,03/05/09,Developed,Low Intensity Residential,70-100,77,N.D.,N.D.,N.D.,N.D.,3.5,18.7,22.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.7,<1,5.68,1.7,65,0.7,0.21,0.12,N.D.,0.12,<0.01,<0.1,22.3,2.7,16,<5,5.9,2.47,13.4,<0.01,0.05,0.18,12.4,9,0.06,60,0.82,<0.01,7.5,8.1,80,14.7,14.1,<0.01,0.24,7.6,0.5,1.1,9.5,<0.1,10.2,0.31,0.1,2,57,0.4,5.7,14
C-328272,1568,GA,31.8935,-83.6877,03/10/09,Developed,Low Intensity Residential,70-100,83,N.D.,N.D.,N.D.,N.D.,3.4,12.4,15.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,1.2,<1,4.35,1.7,45,0.6,0.25,0.26,N.D.,0.26,<0.01,<0.1,64.1,1.1,16,<5,4.9,1.24,13.2,<0.01,0.05,0.07,36,8,0.02,29,1.11,<0.01,11.5,4,80,14.3,7.9,<0.01,0.45,7.6,0.3,1.7,7.1,<0.1,13.7,0.28,0.1,1.8,37,0.9,7.8,15
C-328252,1696,GA,31.628,-83.4223,03/10/09,Developed,Low Intensity Residential,30-100,80.4,0.4,N.D.,0.4,N.D.,3.5,15.8,19.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,4.53,4,35,0.7,0.2,0.13,N.D.,0.13,<0.01,<0.1,39.3,2,14,<5,7,2.35,13.2,0.01,0.05,0.06,15.9,7,0.03,40,1.21,<0.01,8.1,9.4,120,13.3,7.5,<0.01,0.42,8.7,0.3,1.5,7.1,0.2,11.1,0.28,0.1,1.6,59,0.9,4.4,14
C-328158,1744,GA,33.3294,-85.2325,03/03/09,Forested Upland,Evergreen Forest,50-100,49.3,0.5,N.D.,0.5,N.D.,34.4,5.9,40.3,9.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,9.61,1,657,1.7,0.27,0.11,N.D.,0.11,<0.01,<0.1,64.7,1.5,21,<5,10,3.61,28.6,0.01,0.09,2.47,11.3,18,0.25,70,0.35,0.22,3.2,12.4,450,15.2,77.8,0.01,0.08,15,0.5,2.9,44.6,<0.1,17.5,0.35,0.4,4,73,0.6,4.3,16
C-328331,1888,GA,31.9367,-82.8017,03/07/09,Planted/Cultivated,Row crops,60-100,70.2,N.D.,N.D.,N.D.,N.D.,4.7,17.7,22.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,7.5,<1,5.03,2.7,111,0.9,0.18,0.13,N.D.,0.13,0.05,<0.1,91.8,4.3,17,<5,7.9,2.42,14.4,0.02,0.05,0.26,47.6,10,0.08,57,0.88,<0.01,9,10.6,160,16.8,24.9,0.01,0.31,7.1,0.4,1.6,22.2,<0.1,15,0.35,0.3,3.2,64,0.5,19,21
C-328227,2000,GA,32.3134,-84.7742,03/06/09,Developed,Low Intensity Residential,90-110,78.3,N.D.,N.D.,N.D.,N.D.,5.9,14,19.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,1.8,<1,4.58,4,102,0.6,0.2,0.15,N.D.,0.15,<0.01,<0.1,34.8,1.9,21,<5,6.9,2.2,12.2,0.03,0.04,0.23,18.5,12,0.06,32,1.39,<0.01,7,7.2,150,12,17.8,0.02,0.25,7.7,0.6,1.1,13.5,<0.1,8.5,0.27,0.2,1.6,54,0.7,4.3,16
C-328234,2208,GA,32.763,-82.0166,03/05/09,Planted/Cultivated,Pasture/Hay,60-100,72.7,1.7,N.D.,1.7,N.D.,5.6,20,25.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,6.32,5,114,0.8,0.23,0.12,N.D.,0.12,0.02,<0.1,123,10,22,<5,12.2,2.91,14.1,0.03,0.04,0.29,50.3,11,0.12,51,0.83,<0.01,6.4,22.1,80,18.5,28.8,<0.01,0.35,8.5,0.8,1.3,13.5,<0.1,9.4,0.24,0.3,1.5,59,0.5,37.8,29
C-328230,2256,GA,33.111,-83.4908,03/05/09,Forested Upland,Evergreen Forest,60-100,73.7,12.1,N.D.,12.1,N.D.,4.5,6.5,11.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,3.2,<1,4.56,1.6,650,1.1,0.19,0.25,N.D.,0.25,0.05,<0.1,127,13.9,13,<5,13.3,1.21,10.2,0.03,0.03,1.81,26.9,12,0.08,616,0.9,0.13,9.2,9.5,120,32,85.9,<0.01,0.18,6.4,<0.2,0.9,57.8,<0.1,8.9,0.31,0.7,2.8,40,0.5,15.7,29
C-328269,2412,GA,34.4683,-84.4829,02/28/09,Forested Upland,Deciduous Forest,30-100,48,N.D.,N.D.,N.D.,N.D.,12.5,18.7,31.2,6.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,3.8,N.D.,N.D.,N.D.,10.3,<1,9.38,5.5,344,1.9,0.22,0.17,N.D.,0.17,<0.01,<0.1,113,13.5,57,<5,34.8,5.94,30.5,0.06,0.13,0.96,27.9,18,0.18,623,1.23,0.04,24.8,26.6,440,28.9,63.1,0.03,0.47,27.3,0.6,3.5,13.7,<0.1,15.8,0.85,0.6,3.5,156,1.6,11,100
C-328333,2464,GA,31.0355,-83.2649,03/09/09,Planted/Cultivated,Pasture/Hay,70-100,81.2,N.D.,N.D.,N.D.,N.D.,5.1,13.7,18.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,4.41,4.5,55,0.4,0.21,0.19,N.D.,0.19,0.01,<0.1,31.1,2.6,23,<5,3.4,1.48,11.8,0.03,0.05,0.04,17.4,17,0.06,22,1.37,<0.01,8.4,15,160,13.2,6.5,0.01,0.61,5.5,0.4,2,23.2,<0.1,9,0.37,<0.1,1.7,51,0.6,8.8,17
C-328342,2512,GA,34.3951,-85.2298,02/27/09,Developed,Low Intensity Residential,60-100,69.2,N.D.,N.D.,N.D.,6.2,10.5,N.D.,16.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,14.1,<1,4.9,18.2,318,1.5,0.21,0.13,N.D.,0.13,0.25,0.1,65.4,47.5,42,5,7.8,4.22,13.8,0.02,0.06,0.68,36.2,38,0.28,773,2.2,0.03,2.3,16.3,180,16.4,67.6,<0.01,0.38,8.7,0.3,1.9,52.3,<0.1,11,0.46,0.6,4.6,95,<0.1,22.6,75
C-328171,2592,GA,31.4873,-84.8607,03/10/09,Developed,Low Intensity Residential,40-100,39.6,N.D.,N.D.,N.D.,N.D.,3.4,34.4,37.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.9,N.D.,N.D.,N.D.,12.7,<1,10.1,5,53,4.4,0.6,0.11,N.D.,0.11,0.02,0.2,914,26.4,63,<5,53.4,8.23,25.4,0.02,0.13,0.08,208,9,0.04,76,1.03,<0.01,17.6,49,760,65,5.6,0.02,0.93,23.6,1.3,3,14.4,0.2,21.2,0.45,0.1,5.3,166,1.5,165,90
C-328265,2656,GA,33.2092,-82.3587,03/04/09,Developed,Low Intensity Residential,80-100,33.4,0.5,N.D.,0.5,N.D.,6.7,46.5,53.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,13,<1,12,8.7,129,2,0.55,0.12,N.D.,0.12,0.01,<0.1,27.7,4.1,51,<5,24,5.08,32.4,0.04,0.13,0.41,21.8,21,0.07,46,2.7,0.02,26.9,18.1,150,25.4,34.1,0.03,0.86,18.7,1.4,3.9,20.6,0.1,13.7,0.59,0.4,3.5,149,2.3,4.5,36
C-328274,2912,GA,32.5937,-82.2415,03/05/09,Developed,Low Intensity Residential,60-100,74.2,N.D.,N.D.,N.D.,N.D.,3.8,16.6,20.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,5.4,<1,5.82,1.8,51,1,0.2,0.06,N.D.,0.06,0.02,<0.1,15,2.1,14,<5,30.9,2.37,15.8,<0.01,0.05,0.14,11.1,6,0.05,43,0.73,<0.01,9.7,6,<50,14.1,12.5,<0.01,0.3,8.1,0.4,1.3,6.1,<0.1,8,0.24,0.2,1.6,53,0.8,2.3,11
C-328284,3024,GA,32.3189,-84.2203,03/06/09,Planted/Cultivated,Row crops,80-100,38.1,N.D.,N.D.,N.D.,11.5,6.7,29.2,47.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,14.6,<1,10,13.2,143,4.4,0.46,0.18,N.D.,0.18,0.06,<0.1,65.6,5.5,106,6,14.8,9.73,31.5,0.06,0.14,0.53,42.7,25,0.18,116,10.4,0.03,23.8,27.9,870,26.3,41.8,0.03,1.34,25.9,1.5,3.7,33.2,0.1,20.2,0.58,0.4,8,192,2,11.8,69
C-328332,3180,GA,34.6147,-83.4232,02/28/09,Forested Upland,Deciduous Forest,80-100,33.8,N.D.,N.D.,N.D.,5,8.8,38.9,52.6,3.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,10.5,<1,12.5,2.6,357,1.4,0.26,0.34,N.D.,0.34,0.03,<0.1,45.5,6.6,72,7,58.3,2.12,33.9,0.09,0.1,1.02,25.1,44,0.21,116,1.78,0.05,24.9,46.3,120,23.3,87,0.02,0.35,16.7,0.9,2.5,21.6,<0.1,16.1,0.77,1.1,4.3,186,1.3,10.3,65
C-328249,3280,GA,34.1094,-83.9357,02/28/09,Developed,Low Intensity Residential,80-100,40.5,22.6,N.D.,22.6,0.3,3.7,14.4,18.5,6.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.8,<1,9.5,1.8,159,3.4,0.34,0.06,N.D.,0.06,<0.01,<0.1,132,4.9,4,<5,7.1,1.41,30,0.03,0.05,3.59,9.1,28,0.08,71,2.63,0.08,54.4,7.7,80,204,220,0.02,1.29,11.4,<0.2,5.9,15.1,1,49.9,0.12,1.4,10.5,16,4.4,9.8,38
C-328233,3360,GA,30.8963,-84.4049,03/11/09,Planted/Cultivated,Pasture/Hay,75-100,62.3,N.D.,N.D.,N.D.,N.D.,N.D.,23.1,23.1,5.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.3,<1,9.01,9.4,35,0.6,0.41,0.15,N.D.,0.15,0.03,<0.1,27.9,3.8,35,<5,11.9,3.47,22.7,0.02,0.08,0.06,13.2,22,0.06,25,2.62,<0.01,15.5,26.3,210,11.1,6.7,0.03,0.9,10.6,0.4,2.8,10.4,<0.1,13.5,0.48,<0.1,2.2,95,1.2,8.2,16
C-328291,3436,GA,34.9233,-85.5628,02/27/09,Developed,Low Intensity Residential,70-100,69.4,N.D.,N.D.,N.D.,N.D.,14.5,10.2,24.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,5.9,<1,5.72,9.7,247,2.1,0.23,0.2,N.D.,0.2,0.02,<0.1,44.6,4.7,41,<5,13.3,3.66,16.1,0.04,0.06,0.96,24.1,38,0.21,65,0.85,0.04,12.1,12.2,140,13.4,73.2,0.02,0.75,12.3,0.5,2.2,43,<0.1,10.5,0.37,0.6,2.8,80,1,11.3,31
C-328245,3488,GA,31.4615,-82.5845,03/07/09,Planted/Cultivated,Row crops,70-100,92.3,N.D.,N.D.,N.D.,N.D.,2.6,5.1,7.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,1.99,1.7,26,0.1,0.15,0.1,N.D.,0.1,<0.01,<0.1,11.3,1.4,8,<5,1.6,0.56,6.12,<0.01,<0.02,0.04,5.8,10,0.04,12,0.6,<0.01,5.7,7,50,4.4,4.7,0.01,0.21,2.4,<0.2,1.2,4.2,<0.1,4.1,0.23,<0.1,0.8,22,0.5,3.1,15
C-328279,3936,GA,32.6712,-82.7933,03/05/09,Developed,Low Intensity Residential,80-100,83.8,N.D.,N.D.,N.D.,N.D.,5.2,11.1,16.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,<1,2.93,5.8,56,0.6,0.19,0.15,N.D.,0.15,0.03,<0.1,24.8,2,13,<5,9.8,1.59,8.55,0.03,0.03,0.09,16.5,11,0.06,37,1.06,<0.01,8,10.1,120,7.7,15.4,<0.01,0.44,6.1,0.2,1.1,7.6,<0.1,9,0.27,0.2,1.9,46,0.6,6,27
C-328238,4560,GA,33.6865,-84.037,03/04/09,Developed,Low Intensity Residential,70-100,51.4,24.2,N.D.,24.2,N.D.,8.3,6,14.3,5.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,4.3,<1,8.42,2.1,353,1.2,0.11,0.04,N.D.,0.04,<0.01,<0.1,166,4.5,2,<5,1.5,1.74,23.8,0.01,0.11,4.37,125,40,0.19,398,1.71,0.16,38.3,3.7,230,45.5,248,0.01,0.07,9.5,<0.2,4.8,35.9,<0.1,41.5,0.2,1.3,7.8,17,0.7,11.3,82
